variable,BodyType,Fuel,value
2015-10-01,Cars,Pure Electric,24451.0
2015-10-01,Heavy goods vehicles,Diesel,496104.0
2015-10-01,Heavy goods vehicles,Other,941.0
2015-10-01,Heavy goods vehicles,Petrol,2312.0
2015-10-01,Heavy goods vehicles,Pure Electric,410.0
2015-10-01,Light goods vehicles,Diesel,3523051.0
2015-10-01,Light goods vehicles,Other,13922.0
2015-10-01,Light goods vehicles,Petrol,133340.0
2015-10-01,Light goods vehicles,Pure Electric,4636.0
2015-10-01,Motorcycles,Diesel,990.0
2015-10-01,Motorcycles,Other,1021.0
2015-10-01,Motorcycles,Petrol,1237661.0
2015-10-01,Motorcycles,Pure Electric,913.0
2015-10-01,Other vehicles,Diesel,565667.0
2015-10-01,Other vehicles,Other,91617.0
2015-10-01,Other vehicles,Petrol,67785.0
2015-10-01,Other vehicles,Pure Electric,69.0
2016-01-01,Buses and coaches,Diesel,161449.0
2016-01-01,Buses and coaches,Other,501.0
2016-01-01,Buses and coaches,Petrol,4418.0
2016-01-01,Buses and coaches,Pure Electric,195.0
2016-01-01,Cars,Diesel,11899443.0
2016-01-01,Cars,Other,330811.0
2016-01-01,Cars,Petrol,18662645.0
2016-01-01,Cars,Pure Electric,27592.0
2016-01-01,Heavy goods vehicles,Diesel,497393.0
2016-01-01,Heavy goods vehicles,Other,921.0
2016-01-01,Heavy goods vehicles,Petrol,2288.0
2016-01-01,Heavy goods vehicles,Pure Electric,420.0
2016-01-01,Light goods vehicles,Diesel,3577595.0
2016-01-01,Light goods vehicles,Other,13914.0
2016-01-01,Light goods vehicles,Petrol,131985.0
2016-01-01,Light goods vehicles,Pure Electric,4795.0
2016-01-01,Motorcycles,Diesel,969.0
2016-01-01,Motorcycles,Other,1110.0
2016-01-01,Motorcycles,Petrol,1235355.0
2016-01-01,Motorcycles,Pure Electric,998.0
2016-01-01,Other vehicles,Diesel,567592.0
2016-01-01,Other vehicles,Other,93145.0
2016-01-01,Other vehicles,Petrol,67786.0
2016-01-01,Other vehicles,Pure Electric,72.0
2016-04-01,Buses and coaches,Diesel,162132.0
2016-04-01,Buses and coaches,Other,495.0
2016-04-01,Buses and coaches,Petrol,4558.0
2016-04-01,Buses and coaches,Pure Electric,195.0
2016-04-01,Cars,Diesel,12047285.0
2016-04-01,Cars,Other,349828.0
2016-04-01,Cars,Petrol,18661142.0
2016-04-01,Cars,Pure Electric,29479.0
2016-04-01,Heavy goods vehicles,Diesel,504483.0
2016-04-01,Heavy goods vehicles,Other,895.0
2016-04-01,Heavy goods vehicles,Petrol,2393.0
2016-04-01,Heavy goods vehicles,Pure Electric,405.0
2016-04-01,Light goods vehicles,Diesel,3631265.0
2016-04-01,Light goods vehicles,Other,13991.0
2016-04-01,Light goods vehicles,Petrol,136582.0
2016-04-01,Light goods vehicles,Pure Electric,4999.0
2016-04-01,Motorcycles,Diesel,1013.0
2016-04-01,Motorcycles,Other,1129.0
2016-04-01,Motorcycles,Petrol,1320283.0
2016-04-01,Motorcycles,Pure Electric,1008.0
2016-04-01,Other vehicles,Diesel,569588.0
2016-04-01,Other vehicles,Other,94747.0
2016-04-01,Other vehicles,Petrol,70204.0
2016-04-01,Other vehicles,Pure Electric,75.0
2016-07-01,Buses and coaches,Diesel,162285.0
2016-07-01,Buses and coaches,Other,518.0
2016-07-01,Buses and coaches,Petrol,4477.0
2016-07-01,Buses and coaches,Pure Electric,231.0
2016-07-01,Cars,Diesel,12186310.0
2016-07-01,Cars,Other,370680.0
2016-07-01,Cars,Petrol,18629162.0
2016-07-01,Cars,Pure Electric,32388.0
2016-07-01,Heavy goods vehicles,Diesel,508089.0
2016-07-01,Heavy goods vehicles,Other,853.0
2016-07-01,Heavy goods vehicles,Petrol,2095.0
2016-07-01,Heavy goods vehicles,Pure Electric,405.0
2016-07-01,Light goods vehicles,Diesel,3674865.0
2016-07-01,Light goods vehicles,Other,14045.0
2016-07-01,Light goods vehicles,Petrol,136354.0
2016-07-01,Light goods vehicles,Pure Electric,5218.0
2016-07-01,Motorcycles,Diesel,1015.0
2016-07-01,Motorcycles,Other,1071.0
2016-07-01,Motorcycles,Petrol,1337089.0
2016-07-01,Motorcycles,Pure Electric,954.0
2016-07-01,Other vehicles,Diesel,573585.0
2016-07-01,Other vehicles,Other,98057.0
2016-07-01,Other vehicles,Petrol,70663.0
2016-07-01,Other vehicles,Pure Electric,79.0
2016-10-01,Buses and coaches,Diesel,160743.0
2016-10-01,Buses and coaches,Other,538.0
2016-10-01,Buses and coaches,Petrol,4216.0
2016-10-01,Buses and coaches,Pure Electric,260.0
2016-10-01,Cars,Diesel,12296229.0
2016-10-01,Cars,Other,386247.0
2016-10-01,Cars,Petrol,18540155.0
2016-10-01,Cars,Pure Electric,34488.0
2016-10-01,Heavy goods vehicles,Diesel,507475.0
2016-10-01,Heavy goods vehicles,Other,823.0
2016-10-01,Heavy goods vehicles,Petrol,1888.0
2016-10-01,Heavy goods vehicles,Pure Electric,405.0
2016-10-01,Light goods vehicles,Diesel,3680626.0
2016-10-01,Light goods vehicles,Other,13719.0
2016-10-01,Light goods vehicles,Petrol,129532.0
2016-10-01,Light goods vehicles,Pure Electric,5336.0
2016-10-01,Motorcycles,Diesel,936.0
2016-10-01,Motorcycles,Other,1132.0
2016-10-01,Motorcycles,Petrol,1255226.0
2016-10-01,Motorcycles,Pure Electric,1035.0
2016-10-01,Other vehicles,Diesel,572042.0
2016-10-01,Other vehicles,Other,99952.0
2016-10-01,Other vehicles,Petrol,69017.0
2016-10-01,Other vehicles,Pure Electric,81.0
2017-01-01,Buses and coaches,Diesel,160372.0
2017-01-01,Buses and coaches,Other,550.0
2017-01-01,Buses and coaches,Petrol,4163.0
2017-01-01,Buses and coaches,Pure Electric,262.0
2017-01-01,Cars,Diesel,12437476.0
2017-01-01,Cars,Other,414604.0
2017-01-01,Cars,Petrol,18582708.0
2017-01-01,Cars,Pure Electric,38931.0
2017-01-01,Heavy goods vehicles,Diesel,506603.0
2017-01-01,Heavy goods vehicles,Other,825.0
2017-01-01,Heavy goods vehicles,Petrol,1872.0
2017-01-01,Heavy goods vehicles,Pure Electric,404.0
2017-01-01,Light goods vehicles,Diesel,3720055.0
2017-01-01,Light goods vehicles,Other,13795.0
2017-01-01,Light goods vehicles,Petrol,128816.0
2017-01-01,Light goods vehicles,Pure Electric,5645.0
2017-01-01,Motorcycles,Diesel,907.0
2017-01-01,Motorcycles,Other,1134.0
2017-01-01,Motorcycles,Petrol,1249961.0
2017-01-01,Motorcycles,Pure Electric,1040.0
2017-01-01,Other vehicles,Diesel,572914.0
2017-01-01,Other vehicles,Other,102631.0
2017-01-01,Other vehicles,Petrol,69059.0
2017-01-01,Other vehicles,Pure Electric,81.0
2017-04-01,Buses and coaches,Diesel,160594.0
2017-04-01,Buses and coaches,Other,563.0
2017-04-01,Buses and coaches,Petrol,4311.0
2017-04-01,Buses and coaches,Pure Electric,264.0
2017-04-01,Cars,Diesel,12527272.0
2017-04-01,Cars,Other,438540.0
2017-04-01,Cars,Petrol,18640644.0
2017-04-01,Cars,Pure Electric,41970.0
2017-04-01,Heavy goods vehicles,Diesel,513309.0
2017-04-01,Heavy goods vehicles,Other,855.0
2017-04-01,Heavy goods vehicles,Petrol,1992.0
2017-04-01,Heavy goods vehicles,Pure Electric,393.0
2017-04-01,Light goods vehicles,Diesel,3767251.0
2017-04-01,Light goods vehicles,Other,13938.0
2017-04-01,Light goods vehicles,Petrol,133730.0
2017-04-01,Light goods vehicles,Pure Electric,5825.0
2017-04-01,Motorcycles,Diesel,965.0
2017-04-01,Motorcycles,Other,1227.0
2017-04-01,Motorcycles,Petrol,1334416.0
2017-04-01,Motorcycles,Pure Electric,1125.0
2017-04-01,Other vehicles,Diesel,584800.0
2017-04-01,Other vehicles,Other,104387.0
2017-04-01,Other vehicles,Petrol,71985.0
2017-04-01,Other vehicles,Pure Electric,81.0
2017-07-01,Buses and coaches,Diesel,160251.0
2017-07-01,Buses and coaches,Other,614.0
2017-07-01,Buses and coaches,Petrol,4253.0
2017-07-01,Buses and coaches,Pure Electric,284.0
2017-07-01,Cars,Diesel,12618478.0
2017-07-01,Cars,Other,469524.0
2017-07-01,Cars,Petrol,18642672.0
2017-07-01,Cars,Pure Electric,46045.0
2017-07-01,Heavy goods vehicles,Diesel,516057.0
2017-07-01,Heavy goods vehicles,Other,859.0
2017-07-01,Heavy goods vehicles,Petrol,2020.0
2017-07-01,Heavy goods vehicles,Pure Electric,382.0
2017-07-01,Light goods vehicles,Diesel,3808848.0
2017-07-01,Light goods vehicles,Other,14071.0
2017-07-01,Light goods vehicles,Petrol,133858.0
2017-07-01,Light goods vehicles,Pure Electric,6085.0
2017-07-01,Motorcycles,Diesel,932.0
2017-07-01,Motorcycles,Other,1302.0
2017-07-01,Motorcycles,Petrol,1335963.0
2017-07-01,Motorcycles,Pure Electric,1195.0
2017-07-01,Other vehicles,Diesel,588291.0
2017-07-01,Other vehicles,Other,106456.0
2017-07-01,Other vehicles,Petrol,72282.0
2017-07-01,Other vehicles,Pure Electric,76.0
2017-10-01,Buses and coaches,Diesel,157787.0
2017-10-01,Buses and coaches,Other,632.0
2017-10-01,Buses and coaches,Petrol,4010.0
2017-10-01,Buses and coaches,Pure Electric,304.0
2017-10-01,Cars,Diesel,12615832.0
2017-10-01,Cars,Other,490230.0
2017-10-01,Cars,Petrol,18499811.0
2017-10-01,Cars,Pure Electric,48907.0
2017-10-01,Heavy goods vehicles,Diesel,513393.0
2017-10-01,Heavy goods vehicles,Other,814.0
2017-10-01,Heavy goods vehicles,Petrol,1847.0
2017-10-01,Heavy goods vehicles,Pure Electric,364.0
2017-10-01,Light goods vehicles,Diesel,3800184.0
2017-10-01,Light goods vehicles,Other,13825.0
2017-10-01,Light goods vehicles,Petrol,127911.0
2017-10-01,Light goods vehicles,Pure Electric,6280.0
2017-10-01,Motorcycles,Diesel,852.0
2017-10-01,Motorcycles,Other,1154.0
2017-10-01,Motorcycles,Petrol,1240564.0
2017-10-01,Motorcycles,Pure Electric,1054.0
2017-10-01,Other vehicles,Diesel,588051.0
2017-10-01,Other vehicles,Other,104708.0
2017-10-01,Other vehicles,Petrol,70482.0
2017-10-01,Other vehicles,Pure Electric,77.0
2018-01-01,Buses and coaches,Diesel,156961.0
2018-01-01,Buses and coaches,Other,666.0
2018-01-01,Buses and coaches,Petrol,3915.0
2018-01-01,Buses and coaches,Pure Electric,314.0
2018-01-01,Cars,Diesel,12663178.0
2018-01-01,Cars,Other,519205.0
2018-01-01,Cars,Petrol,18536324.0
2018-01-01,Cars,Pure Electric,52612.0
2018-01-01,Heavy goods vehicles,Diesel,511330.0
2018-01-01,Heavy goods vehicles,Other,814.0
2018-01-01,Heavy goods vehicles,Petrol,1853.0
2018-01-01,Heavy goods vehicles,Pure Electric,363.0
2018-01-01,Light goods vehicles,Diesel,3834346.0
2018-01-01,Light goods vehicles,Other,14134.0
2018-01-01,Light goods vehicles,Petrol,127487.0
2018-01-01,Light goods vehicles,Pure Electric,6675.0
2018-01-01,Motorcycles,Diesel,816.0
2018-01-01,Motorcycles,Other,1218.0
2018-01-01,Motorcycles,Petrol,1222570.0
2018-01-01,Motorcycles,Pure Electric,1117.0
2018-01-01,Other vehicles,Diesel,587479.0
2018-01-01,Other vehicles,Other,101185.0
2018-01-01,Other vehicles,Petrol,70487.0
2018-01-01,Other vehicles,Pure Electric,149.0
2018-04-01,Buses and coaches,Diesel,157144.0
2018-04-01,Buses and coaches,Other,700.0
2018-04-01,Buses and coaches,Petrol,4038.0
2018-04-01,Buses and coaches,Pure Electric,347.0
2018-04-01,Cars,Diesel,12687498.0
2018-04-01,Cars,Other,552325.0
2018-04-01,Cars,Petrol,18686822.0
2018-04-01,Cars,Pure Electric,56026.0
2018-04-01,Heavy goods vehicles,Diesel,515764.0
2018-04-01,Heavy goods vehicles,Other,787.0
2018-04-01,Heavy goods vehicles,Petrol,1984.0
2018-04-01,Heavy goods vehicles,Pure Electric,352.0
2018-04-01,Light goods vehicles,Diesel,3877311.0
2018-04-01,Light goods vehicles,Other,14281.0
2018-04-01,Light goods vehicles,Petrol,134062.0
2018-04-01,Light goods vehicles,Pure Electric,6874.0
2018-04-01,Motorcycles,Diesel,909.0
2018-04-01,Motorcycles,Other,1332.0
2018-04-01,Motorcycles,Petrol,1325372.0
2018-04-01,Motorcycles,Pure Electric,1227.0
2018-04-01,Other vehicles,Diesel,589277.0
2018-04-01,Other vehicles,Other,99014.0
2018-04-01,Other vehicles,Petrol,73171.0
2018-04-01,Other vehicles,Pure Electric,405.0
2018-07-01,Buses and coaches,Diesel,156481.0
2018-07-01,Buses and coaches,Other,732.0
2018-07-01,Buses and coaches,Petrol,4055.0
2018-07-01,Buses and coaches,Pure Electric,379.0
2018-07-01,Cars,Diesel,12693725.0
2018-07-01,Cars,Other,590437.0
2018-07-01,Cars,Petrol,18747530.0
2018-07-01,Cars,Pure Electric,60307.0
2018-07-01,Heavy goods vehicles,Diesel,517253.0
2018-07-01,Heavy goods vehicles,Other,777.0
2018-07-01,Heavy goods vehicles,Petrol,2010.0
2018-07-01,Heavy goods vehicles,Pure Electric,347.0
2018-07-01,Light goods vehicles,Diesel,3911630.0
2018-07-01,Light goods vehicles,Other,14367.0
2018-07-01,Light goods vehicles,Petrol,135933.0
2018-07-01,Light goods vehicles,Pure Electric,7162.0
2018-07-01,Motorcycles,Diesel,909.0
2018-07-01,Motorcycles,Other,1438.0
2018-07-01,Motorcycles,Petrol,1343138.0
2018-07-01,Motorcycles,Pure Electric,1341.0
2018-07-01,Other vehicles,Diesel,593140.0
2018-07-01,Other vehicles,Other,108196.0
2018-07-01,Other vehicles,Petrol,73801.0
2018-07-01,Other vehicles,Pure Electric,724.0
2018-10-01,Buses and coaches,Diesel,154237.0
2018-10-01,Buses and coaches,Other,765.0
2018-10-01,Buses and coaches,Petrol,3868.0
2018-10-01,Buses and coaches,Pure Electric,394.0
2018-10-01,Cars,Diesel,12662139.0
2018-10-01,Cars,Other,619006.0
2018-10-01,Cars,Petrol,18681956.0
2018-10-01,Cars,Pure Electric,64881.0
2018-10-01,Heavy goods vehicles,Diesel,513621.0
2018-10-01,Heavy goods vehicles,Other,865.0
2018-10-01,Heavy goods vehicles,Petrol,1844.0
2018-10-01,Heavy goods vehicles,Pure Electric,347.0
2018-10-01,Light goods vehicles,Diesel,3911448.0
2018-10-01,Light goods vehicles,Other,14366.0
2018-10-01,Light goods vehicles,Petrol,131593.0
2018-10-01,Light goods vehicles,Pure Electric,7439.0
2018-10-01,Motorcycles,Diesel,812.0
2018-10-01,Motorcycles,Other,1538.0
2018-10-01,Motorcycles,Petrol,1249634.0
2018-10-01,Motorcycles,Pure Electric,1454.0
2018-10-01,Other vehicles,Diesel,594311.0
2018-10-01,Other vehicles,Other,110528.0
2018-10-01,Other vehicles,Petrol,72244.0
2018-10-01,Other vehicles,Pure Electric,1265.0
2019-01-01,Buses and coaches,Diesel,153058.0
2019-01-01,Buses and coaches,Other,790.0
2019-01-01,Buses and coaches,Petrol,3841.0
2019-01-01,Buses and coaches,Pure Electric,394.0
2019-01-01,Cars,Diesel,12650262.0
2019-01-01,Cars,Other,655953.0
2019-01-01,Cars,Petrol,18834010.0
2019-01-01,Cars,Pure Electric,69811.0
2019-01-01,Heavy goods vehicles,Diesel,512811.0
2019-01-01,Heavy goods vehicles,Other,858.0
2019-01-01,Heavy goods vehicles,Petrol,1859.0
2019-01-01,Heavy goods vehicles,Pure Electric,352.0
2019-01-01,Light goods vehicles,Diesel,3952539.0
2019-01-01,Light goods vehicles,Other,14798.0
2019-01-01,Light goods vehicles,Petrol,132271.0
2019-01-01,Light goods vehicles,Pure Electric,7979.0
2019-01-01,Motorcycles,Diesel,790.0
2019-01-01,Motorcycles,Other,1737.0
2019-01-01,Motorcycles,Petrol,1260448.0
2019-01-01,Motorcycles,Pure Electric,1652.0
2019-01-01,Other vehicles,Diesel,593821.0
2019-01-01,Other vehicles,Other,107933.0
2019-01-01,Other vehicles,Petrol,72591.0
2019-01-01,Other vehicles,Pure Electric,1632.0
2019-04-01,Buses and coaches,Diesel,153310.0
2019-04-01,Buses and coaches,Other,846.0
2019-04-01,Buses and coaches,Petrol,3945.0
2019-04-01,Buses and coaches,Pure Electric,410.0
2019-04-01,Cars,Diesel,12644263.0
2019-04-01,Cars,Other,688990.0
2019-04-01,Cars,Petrol,18995379.0
2019-04-01,Cars,Pure Electric,75364.0
2019-04-01,Heavy goods vehicles,Diesel,519677.0
2019-04-01,Heavy goods vehicles,Other,917.0
2019-04-01,Heavy goods vehicles,Petrol,1959.0
2019-04-01,Heavy goods vehicles,Pure Electric,353.0
2019-04-01,Light goods vehicles,Diesel,3999703.0
2019-04-01,Light goods vehicles,Other,15473.0
2019-04-01,Light goods vehicles,Petrol,137538.0
2019-04-01,Light goods vehicles,Pure Electric,8560.0
2019-04-01,Motorcycles,Diesel,851.0
2019-04-01,Motorcycles,Other,2124.0
2019-04-01,Motorcycles,Petrol,1337476.0
2019-04-01,Motorcycles,Pure Electric,2033.0
2019-04-01,Other vehicles,Diesel,597055.0
2019-04-01,Other vehicles,Other,111368.0
2019-04-01,Other vehicles,Petrol,74398.0
2019-04-01,Other vehicles,Pure Electric,2161.0
2019-07-01,Buses and coaches,Diesel,152631.0
2019-07-01,Buses and coaches,Other,932.0
2019-07-01,Buses and coaches,Petrol,3934.0
2019-07-01,Buses and coaches,Pure Electric,459.0
2019-07-01,Cars,Diesel,12633170.0
2019-07-01,Cars,Other,734656.0
2019-07-01,Cars,Petrol,19101948.0
2019-07-01,Cars,Pure Electric,87320.0
2019-07-01,Heavy goods vehicles,Diesel,518405.0
2019-07-01,Heavy goods vehicles,Other,948.0
2019-07-01,Heavy goods vehicles,Petrol,1966.0
2019-07-01,Heavy goods vehicles,Pure Electric,363.0
2019-07-01,Light goods vehicles,Diesel,4033484.0
2019-07-01,Light goods vehicles,Other,16086.0
2019-07-01,Light goods vehicles,Petrol,138520.0
2019-07-01,Light goods vehicles,Pure Electric,9267.0
2019-07-01,Motorcycles,Diesel,873.0
2019-07-01,Motorcycles,Other,2509.0
2019-07-01,Motorcycles,Petrol,1350550.0
2019-07-01,Motorcycles,Pure Electric,2420.0
2019-07-01,Other vehicles,Diesel,599678.0
2019-07-01,Other vehicles,Other,113602.0
2019-07-01,Other vehicles,Petrol,75075.0
2019-07-01,Other vehicles,Pure Electric,2739.0
2019-10-01,Buses and coaches,Diesel,151249.0
2019-10-01,Buses and coaches,Other,964.0
2019-10-01,Buses and coaches,Petrol,3751.0
2019-10-01,Buses and coaches,Pure Electric,473.0
2019-10-01,Cars,Diesel,12567953.0
2019-10-01,Cars,Other,778526.0
2019-10-01,Cars,Petrol,19034928.0
2019-10-01,Cars,Pure Electric,99473.0
2019-10-01,Heavy goods vehicles,Diesel,515664.0
2019-10-01,Heavy goods vehicles,Other,1041.0
2019-10-01,Heavy goods vehicles,Petrol,1812.0
2019-10-01,Heavy goods vehicles,Pure Electric,357.0
2019-10-01,Light goods vehicles,Diesel,4023699.0
2019-10-01,Light goods vehicles,Other,16860.0
2019-10-01,Light goods vehicles,Petrol,134147.0
2019-10-01,Light goods vehicles,Pure Electric,10330.0
2019-10-01,Motorcycles,Diesel,786.0
2019-10-01,Motorcycles,Other,2878.0
2019-10-01,Motorcycles,Petrol,1256447.0
2019-10-01,Motorcycles,Pure Electric,2798.0
2019-10-01,Other vehicles,Diesel,599600.0
2019-10-01,Other vehicles,Other,115276.0
2019-10-01,Other vehicles,Petrol,73768.0
2019-10-01,Other vehicles,Pure Electric,3381.0
2020-01-01,Buses and coaches,Diesel,124820.0
2020-01-01,Buses and coaches,Other,1016.0
2020-01-01,Buses and coaches,Petrol,3600.0
2020-01-01,Buses and coaches,Pure Electric,618.0
2020-01-01,Cars,Diesel,12550516.0
2020-01-01,Cars,Other,842944.0
2020-01-01,Cars,Petrol,19112715.0
2020-01-01,Cars,Pure Electric,117479.0
2020-01-01,Heavy goods vehicles,Diesel,485017.0
2020-01-01,Heavy goods vehicles,Other,1052.0
2020-01-01,Heavy goods vehicles,Petrol,1707.0
2020-01-01,Heavy goods vehicles,Pure Electric,358.0
2020-01-01,Light goods vehicles,Diesel,4004353.0
2020-01-01,Light goods vehicles,Other,17870.0
2020-01-01,Light goods vehicles,Petrol,132508.0
2020-01-01,Light goods vehicles,Pure Electric,11562.0
2020-01-01,Motorcycles,Diesel,756.0
2020-01-01,Motorcycles,Other,3167.0
2020-01-01,Motorcycles,Petrol,1240415.0
2020-01-01,Motorcycles,Pure Electric,3088.0
2020-01-01,Other vehicles,Diesel,595071.0
2020-01-01,Other vehicles,Other,119278.0
2020-01-01,Other vehicles,Petrol,73493.0
2020-01-01,Other vehicles,Pure Electric,3772.0
2020-04-01,Buses and coaches,Diesel,121994.0
2020-04-01,Buses and coaches,Other,1168.0
2020-04-01,Buses and coaches,Petrol,3526.0
2020-04-01,Buses and coaches,Pure Electric,650.0
2020-04-01,Cars,Diesel,12348042.0
2020-04-01,Cars,Other,862990.0
2020-04-01,Cars,Petrol,18875469.0
2020-04-01,Cars,Pure Electric,127960.0
2020-04-01,Heavy goods vehicles,Diesel,480047.0
2020-04-01,Heavy goods vehicles,Other,1020.0
2020-04-01,Heavy goods vehicles,Petrol,1662.0
2020-04-01,Heavy goods vehicles,Pure Electric,343.0
2020-04-01,Light goods vehicles,Diesel,3997845.0
2020-04-01,Light goods vehicles,Other,18294.0
2020-04-01,Light goods vehicles,Petrol,132352.0
2020-04-01,Light goods vehicles,Pure Electric,12050.0
2020-04-01,Motorcycles,Diesel,799.0
2020-04-01,Motorcycles,Other,3483.0
2020-04-01,Motorcycles,Petrol,1307773.0
2020-04-01,Motorcycles,Pure Electric,3399.0
2020-04-01,Other vehicles,Diesel,589280.0
2020-04-01,Other vehicles,Other,101929.0
2020-04-01,Other vehicles,Petrol,75321.0
2020-04-01,Other vehicles,Pure Electric,3774.0
2020-07-01,Buses and coaches,Diesel,137898.0
2020-07-01,Buses and coaches,Other,1237.0
2020-07-01,Buses and coaches,Petrol,3709.0
2020-07-01,Buses and coaches,Pure Electric,700.0
2020-07-01,Cars,Diesel,12357393.0
2020-07-01,Cars,Other,982588.0
2020-07-01,Cars,Petrol,19074050.0
2020-07-01,Cars,Pure Electric,162190.0
2020-07-01,Heavy goods vehicles,Diesel,498162.0
2020-07-01,Heavy goods vehicles,Other,1034.0
2020-07-01,Heavy goods vehicles,Petrol,1775.0
2020-07-01,Heavy goods vehicles,Pure Electric,334.0
2020-07-01,Light goods vehicles,Diesel,4114862.0
2020-07-01,Light goods vehicles,Other,19979.0
2020-07-01,Light goods vehicles,Petrol,137097.0
2020-07-01,Light goods vehicles,Pure Electric,13603.0
2020-07-01,Motorcycles,Diesel,815.0
2020-07-01,Motorcycles,Other,4172.0
2020-07-01,Motorcycles,Petrol,1363528.0
2020-07-01,Motorcycles,Pure Electric,4086.0
2020-07-01,Other vehicles,Diesel,594456.0
2020-07-01,Other vehicles,Other,120974.0
2020-07-01,Other vehicles,Petrol,77434.0
2020-07-01,Other vehicles,Pure Electric,4148.0
2020-10-01,Buses and coaches,Diesel,135294.0
2020-10-01,Buses and coaches,Other,1321.0
2020-10-01,Buses and coaches,Petrol,3549.0
2020-10-01,Buses and coaches,Pure Electric,775.0
2020-10-01,Cars,Diesel,12255205.0
2020-10-01,Cars,Other,1084319.0
2020-10-01,Cars,Petrol,18988098.0
2020-10-01,Cars,Pure Electric,201678.0
2020-10-01,Heavy goods vehicles,Diesel,499379.0
2020-10-01,Heavy goods vehicles,Other,1246.0
2020-10-01,Heavy goods vehicles,Petrol,1704.0
2020-10-01,Heavy goods vehicles,Pure Electric,367.0
2020-10-01,Light goods vehicles,Diesel,4118549.0
2020-10-01,Light goods vehicles,Other,21986.0
2020-10-01,Light goods vehicles,Petrol,134477.0
2020-10-01,Light goods vehicles,Pure Electric,15678.0
2020-10-01,Motorcycles,Diesel,745.0
2020-10-01,Motorcycles,Other,4786.0
2020-10-01,Motorcycles,Petrol,1279864.0
2020-10-01,Motorcycles,Pure Electric,4708.0
2020-10-01,Other vehicles,Diesel,593088.0
2020-10-01,Other vehicles,Other,122290.0
2020-10-01,Other vehicles,Petrol,76620.0
2020-10-01,Other vehicles,Pure Electric,4295.0
2021-01-01,Buses and coaches,Diesel,133527.0
2021-01-01,Buses and coaches,Other,1424.0
2021-01-01,Buses and coaches,Petrol,3458.0
2021-01-01,Buses and coaches,Pure Electric,860.0
2021-01-01,Cars,Diesel,12154904.0
2021-01-01,Cars,Other,1196425.0
2021-01-01,Cars,Petrol,18943241.0
2021-01-01,Cars,Pure Electric,231412.0
2021-01-01,Heavy goods vehicles,Diesel,499843.0
2021-01-01,Heavy goods vehicles,Other,1382.0
2021-01-01,Heavy goods vehicles,Petrol,1617.0
2021-01-01,Heavy goods vehicles,Pure Electric,407.0
2021-01-01,Light goods vehicles,Diesel,4160952.0
2021-01-01,Light goods vehicles,Other,24808.0
2021-01-01,Light goods vehicles,Petrol,133764.0
2021-01-01,Light goods vehicles,Pure Electric,18406.0
2021-01-01,Motorcycles,Diesel,717.0
2021-01-01,Motorcycles,Other,5514.0
2021-01-01,Motorcycles,Petrol,1268620.0
2021-01-01,Motorcycles,Pure Electric,5436.0
2021-01-01,Other vehicles,Diesel,595424.0
2021-01-01,Other vehicles,Other,123337.0
2021-01-01,Other vehicles,Petrol,77550.0
2021-01-01,Other vehicles,Pure Electric,4376.0
2021-04-01,Buses and coaches,Diesel,138017.0
2021-04-01,Buses and coaches,Other,1496.0
2021-04-01,Buses and coaches,Petrol,3656.0
2021-04-01,Buses and coaches,Pure Electric,902.0
2021-04-01,Cars,Diesel,12126958.0
2021-04-01,Cars,Other,1348896.0
2021-04-01,Cars,Petrol,19159107.0
2021-04-01,Cars,Pure Electric,272473.0
2021-04-01,Heavy goods vehicles,Diesel,515267.0
2021-04-01,Heavy goods vehicles,Other,1529.0
2021-04-01,Heavy goods vehicles,Petrol,1809.0
2021-04-01,Heavy goods vehicles,Pure Electric,439.0
2021-04-01,Light goods vehicles,Diesel,4264040.0
2021-04-01,Light goods vehicles,Other,28053.0
2021-04-01,Light goods vehicles,Petrol,139487.0
2021-04-01,Light goods vehicles,Pure Electric,21278.0
2021-04-01,Motorcycles,Diesel,796.0
2021-04-01,Motorcycles,Other,6817.0
2021-04-01,Motorcycles,Petrol,1388006.0
2021-04-01,Motorcycles,Pure Electric,6732.0
2021-04-01,Other vehicles,Diesel,601591.0
2021-04-01,Other vehicles,Other,123822.0
2021-04-01,Other vehicles,Petrol,80167.0
2021-04-01,Other vehicles,Pure Electric,4678.0
2021-07-01,Buses and coaches,Diesel,139988.0
2021-07-01,Buses and coaches,Other,1612.0
2021-07-01,Buses and coaches,Petrol,3674.0
2021-07-01,Buses and coaches,Pure Electric,1005.0
2021-07-01,Cars,Diesel,11990337.0
2021-07-01,Cars,Other,1498772.0
2021-07-01,Cars,Petrol,19123673.0
2021-07-01,Cars,Pure Electric,320985.0
2021-07-01,Heavy goods vehicles,Diesel,519332.0
2021-07-01,Heavy goods vehicles,Other,1615.0
2021-07-01,Heavy goods vehicles,Petrol,1863.0
2021-07-01,Heavy goods vehicles,Pure Electric,459.0
2021-07-01,Light goods vehicles,Diesel,4286379.0
2021-07-01,Light goods vehicles,Other,30682.0
2021-07-01,Light goods vehicles,Petrol,140718.0
2021-07-01,Light goods vehicles,Pure Electric,23727.0
2021-07-01,Motorcycles,Diesel,796.0
2021-07-01,Motorcycles,Other,8185.0
2021-07-01,Motorcycles,Petrol,1403581.0
2021-07-01,Motorcycles,Pure Electric,8102.0
2021-07-01,Other vehicles,Diesel,604314.0
2021-07-01,Other vehicles,Other,124935.0
