,Geography,Date Interval,Date,Units,BodyType,Petrol,Diesel,Hybrid electric (petrol),Hybrid electric (diesel),Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Battery electric,Range extended electric,Fuel cell electric,Gas,Other fuel types,Total,Plug-in,Zero emission
19737,Wales,Quarterly,2021 Q2 (April to June),Percentage of total,Total,53.142,30.255,9.609,0.904,2.013,0.05,3.653,0.105,0.0,0.269,0.0,100.0,5.822,3.653
19738,Wales,Quarterly,2021 Q3 (July to September),Percentage of total,Total,54.184,23.491,12.728,0.873,2.488,0.061,5.596,0.042,0.0,0.537,0.0,100.0,8.187,5.596
19739,Wales,Quarterly,2021 Q4 (October to December),Percentage of total,Total,48.098,31.406,8.811,0.94,2.446,0.115,7.821,0.033,0.0,0.324,0.005,100.0,10.416,7.821
19740,Wales,Quarterly,2022 Q1 (January to March),Percentage of total,Total,48.967,27.171,12.286,0.863,2.771,0.172,7.201,0.014,0.0,0.556,0.0,100.0,10.157,7.201
19741,Wales,Quarterly,2022 Q2 (April to June),Percentage of total,Total,48.95,28.697,12.747,0.943,2.071,0.063,5.722,0.0,0.0,0.807,0.0,100.0,7.856,5.722
19742,Wales,Quarterly,2022 Q3 (July to September),Percentage of total,Total,49.866,25.472,13.739,1.269,2.372,0.034,6.833,0.01,0.0,0.405,0.0,100.0,9.249,6.833
19743,Wales,Monthly,January 2001,Percentage of total,Total,77.691,22.082,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.0,100.0,0.0,0.0
19744,Wales,Monthly,February 2001,Percentage of total,Total,74.146,25.552,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,100.0,0.0,0.0
19745,Wales,Monthly,March 2001,Percentage of total,Total,80.097,19.838,0.022,0.0,0.0,0.0,0.005,0.0,0.0,0.038,0.0,100.0,0.005,0.005
19746,Wales,Monthly,April 2001,Percentage of total,Total,77.064,22.828,0.027,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,100.0,0.04,0.04
19747,Wales,Monthly,May 2001,Percentage of total,Total,76.111,23.819,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,100.0,0.0,0.0
19748,Wales,Monthly,June 2001,Percentage of total,Total,77.176,22.724,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.0,100.0,0.01,0.01
19749,Wales,Monthly,July 2001,Percentage of total,Total,77.398,22.522,0.027,0.0,0.0,0.0,0.027,0.0,0.0,0.013,0.013,100.0,0.027,0.027
19750,Wales,Monthly,August 2001,Percentage of total,Total,75.118,24.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.026,100.0,0.0,0.0
19751,Wales,Monthly,September 2001,Percentage of total,Total,77.365,22.602,0.009,0.0,0.0,0.0,0.005,0.0,0.0,0.019,0.0,100.0,0.005,0.005
19752,Wales,Monthly,October 2001,Percentage of total,Total,71.903,28.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,100.0,0.0,0.0
19753,Wales,Monthly,November 2001,Percentage of total,Total,71.588,28.378,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,100.0,0.0,0.0
19754,Wales,Monthly,December 2001,Percentage of total,Total,70.952,28.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,100.0,0.0,0.0
19755,Wales,Monthly,January 2002,Percentage of total,Total,73.61,26.356,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.023,0.0,100.0,0.0,0.011
19756,Wales,Monthly,February 2002,Percentage of total,Total,69.154,30.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,100.0,0.0,0.0
19757,Wales,Monthly,March 2002,Percentage of total,Total,75.599,24.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0,0.0,0.0
19758,Wales,Monthly,April 2002,Percentage of total,Total,72.591,27.213,0.01,0.0,0.0,0.0,0.041,0.0,0.0,0.145,0.0,100.0,0.041,0.041
19759,Wales,Monthly,May 2002,Percentage of total,Total,72.303,27.677,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,0.0,0.0
19760,Wales,Monthly,June 2002,Percentage of total,Total,73.238,26.669,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,100.0,0.0,0.0
19761,Wales,Monthly,July 2002,Percentage of total,Total,71.123,28.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,100.0,0.0,0.0
19762,Wales,Monthly,August 2002,Percentage of total,Total,70.574,29.209,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.024,100.0,0.0,0.0
19763,Wales,Monthly,September 2002,Percentage of total,Total,72.569,27.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,100.0,0.0,0.0
19764,Wales,Monthly,October 2002,Percentage of total,Total,67.946,31.96,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,100.0,0.0,0.0
19765,Wales,Monthly,November 2002,Percentage of total,Total,66.827,33.095,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.065,0.0,100.0,0.013,0.013
19766,Wales,Monthly,December 2002,Percentage of total,Total,67.805,32.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,100.0,0.0,0.0
19767,Wales,Monthly,January 2003,Percentage of total,Total,68.203,31.681,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,100.0,0.0,0.0
19768,Wales,Monthly,February 2003,Percentage of total,Total,64.813,34.907,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.228,0.0,100.0,0.025,0.025
19769,Wales,Monthly,March 2003,Percentage of total,Total,68.766,30.963,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.266,0.0,100.0,0.005,0.005
19770,Wales,Monthly,April 2003,Percentage of total,Total,67.544,32.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,100.0,0.0,0.0
19771,Wales,Monthly,May 2003,Percentage of total,Total,67.451,32.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,100.0,0.0,0.0
19772,Wales,Monthly,June 2003,Percentage of total,Total,69.592,30.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,100.0,0.0,0.0
19773,Wales,Monthly,July 2003,Percentage of total,Total,66.316,33.48,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.192,0.0,100.0,0.011,0.011
19774,Wales,Monthly,August 2003,Percentage of total,Total,63.371,36.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.0,100.0,0.0,0.0
19775,Wales,Monthly,September 2003,Percentage of total,Total,66.829,33.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,100.0,0.0,0.0
19776,Wales,Monthly,October 2003,Percentage of total,Total,61.98,37.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,100.0,0.0,0.0
19777,Wales,Monthly,November 2003,Percentage of total,Total,60.719,39.132,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,100.0,0.0,0.0
19778,Wales,Monthly,December 2003,Percentage of total,Total,61.233,38.599,0.031,0.0,0.0,0.0,0.015,0.0,0.0,0.122,0.0,100.0,0.015,0.015
19779,Wales,Monthly,January 2004,Percentage of total,Total,62.907,36.966,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.0,100.0,0.0,0.0
19780,Wales,Monthly,February 2004,Percentage of total,Total,59.103,40.632,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.241,0.0,100.0,0.0,0.024
19781,Wales,Monthly,March 2004,Percentage of total,Total,65.274,34.463,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.0,100.0,0.0,0.0
19782,Wales,Monthly,April 2004,Percentage of total,Total,60.07,39.771,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,100.0,0.0,0.0
19783,Wales,Monthly,May 2004,Percentage of total,Total,62.96,36.912,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,100.0,0.0,0.0
19784,Wales,Monthly,June 2004,Percentage of total,Total,62.478,37.387,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,100.0,0.0,0.0
19785,Wales,Monthly,July 2004,Percentage of total,Total,61.567,38.376,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,100.0,0.0,0.0
19786,Wales,Monthly,August 2004,Percentage of total,Total,64.265,35.69,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,100.0,0.0,0.0
19787,Wales,Monthly,September 2004,Percentage of total,Total,62.684,37.216,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.005,100.0,0.0,0.0
19788,Wales,Monthly,October 2004,Percentage of total,Total,56.725,43.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,100.0,0.0,0.0
19789,Wales,Monthly,November 2004,Percentage of total,Total,55.658,44.212,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,100.0,0.0,0.0
19790,Wales,Monthly,December 2004,Percentage of total,Total,54.521,45.395,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,100.0,0.0,0.0
19791,Wales,Monthly,January 2005,Percentage of total,Total,58.767,41.112,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,100.0,0.0,0.0
19792,Wales,Monthly,February 2005,Percentage of total,Total,53.968,45.918,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,100.0,0.0,0.0
19793,Wales,Monthly,March 2005,Percentage of total,Total,62.57,37.258,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.005,100.0,0.0,0.0
19794,Wales,Monthly,April 2005,Percentage of total,Total,60.421,39.419,0.075,0.0,0.0,0.0,0.043,0.0,0.0,0.043,0.0,100.0,0.043,0.043
19795,Wales,Monthly,May 2005,Percentage of total,Total,59.148,40.721,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.022,100.0,0.0,0.0
19796,Wales,Monthly,June 2005,Percentage of total,Total,60.928,38.932,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,100.0,0.0,0.0
19797,Wales,Monthly,July 2005,Percentage of total,Total,61.497,38.311,0.12,0.0,0.0,0.0,0.012,0.0,0.0,0.06,0.0,100.0,0.012,0.012
19798,Wales,Monthly,August 2005,Percentage of total,Total,60.634,39.297,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.047,0.0,100.0,0.023,0.023
19799,Wales,Monthly,September 2005,Percentage of total,Total,59.045,40.777,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,100.0,0.0,0.0
19800,Wales,Monthly,October 2005,Percentage of total,Total,55.836,43.912,0.173,0.0,0.0,0.0,0.013,0.0,0.0,0.066,0.0,100.0,0.013,0.013
19801,Wales,Monthly,November 2005,Percentage of total,Total,55.199,44.588,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,100.0,0.0,0.0
19802,Wales,Monthly,December 2005,Percentage of total,Total,54.324,45.351,0.133,0.0,0.0,0.0,0.0,0.0,0.015,0.177,0.0,100.0,0.0,0.015
19803,Wales,Monthly,January 2006,Percentage of total,Total,57.272,42.516,0.159,0.0,0.0,0.0,0.013,0.0,0.0,0.04,0.0,100.0,0.013,0.013
19804,Wales,Monthly,February 2006,Percentage of total,Total,57.466,42.353,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,100.0,0.0,0.0
19805,Wales,Monthly,March 2006,Percentage of total,Total,58.886,41.009,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19806,Wales,Monthly,April 2006,Percentage of total,Total,58.361,41.493,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19807,Wales,Monthly,May 2006,Percentage of total,Total,59.477,40.418,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,100.0,0.0,0.0
19808,Wales,Monthly,June 2006,Percentage of total,Total,59.083,40.799,0.082,0.0,0.0,0.0,0.009,0.0,0.0,0.027,0.0,100.0,0.009,0.009
19809,Wales,Monthly,July 2006,Percentage of total,Total,60.7,39.113,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,100.0,0.0,0.0
19810,Wales,Monthly,August 2006,Percentage of total,Total,59.385,40.495,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,100.0,0.0,0.0
19811,Wales,Monthly,September 2006,Percentage of total,Total,58.438,41.366,0.167,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,100.0,0.01,0.01
19812,Wales,Monthly,October 2006,Percentage of total,Total,56.785,43.008,0.182,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,100.0,0.026,0.026
19813,Wales,Monthly,November 2006,Percentage of total,Total,56.278,43.553,0.117,0.0,0.0,0.0,0.0,0.0,0.013,0.039,0.0,100.0,0.0,0.013
19814,Wales,Monthly,December 2006,Percentage of total,Total,54.201,45.622,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19815,Wales,Monthly,January 2007,Percentage of total,Total,59.48,40.335,0.172,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,100.0,0.013,0.013
19816,Wales,Monthly,February 2007,Percentage of total,Total,54.707,45.227,0.033,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,100.0,0.033,0.033
19817,Wales,Monthly,March 2007,Percentage of total,Total,60.819,38.904,0.25,0.0,0.0,0.0,0.018,0.0,0.0,0.009,0.0,100.0,0.018,0.018
19818,Wales,Monthly,April 2007,Percentage of total,Total,60.242,39.567,0.158,0.0,0.0,0.0,0.011,0.0,0.0,0.011,0.011,100.0,0.011,0.011
19819,Wales,Monthly,May 2007,Percentage of total,Total,58.883,40.857,0.192,0.0,0.0,0.0,0.023,0.0,0.0,0.045,0.0,100.0,0.023,0.023
19820,Wales,Monthly,June 2007,Percentage of total,Total,58.925,40.885,0.161,0.0,0.0,0.0,0.019,0.0,0.0,0.009,0.0,100.0,0.019,0.019
19821,Wales,Monthly,July 2007,Percentage of total,Total,58.593,41.03,0.263,0.0,0.0,0.0,0.075,0.0,0.0,0.038,0.0,100.0,0.075,0.075
19822,Wales,Monthly,August 2007,Percentage of total,Total,62.688,37.016,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19823,Wales,Monthly,September 2007,Percentage of total,Total,56.427,43.202,0.328,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.034,100.0,0.01,0.01
19824,Wales,Monthly,October 2007,Percentage of total,Total,55.347,44.455,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,100.0,0.0,0.0
19825,Wales,Monthly,November 2007,Percentage of total,Total,54.633,45.08,0.274,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,100.0,0.014,0.014
19826,Wales,Monthly,December 2007,Percentage of total,Total,54.95,44.834,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19827,Wales,Monthly,January 2008,Percentage of total,Total,54.97,44.694,0.282,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,100.0,0.054,0.054
19828,Wales,Monthly,February 2008,Percentage of total,Total,55.072,44.712,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19829,Wales,Monthly,March 2008,Percentage of total,Total,57.952,41.798,0.237,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.005,100.0,0.005,0.005
19830,Wales,Monthly,April 2008,Percentage of total,Total,57.533,42.117,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19831,Wales,Monthly,May 2008,Percentage of total,Total,56.351,43.368,0.223,0.0,0.0,0.0,0.035,0.0,0.0,0.023,0.0,100.0,0.035,0.035
19832,Wales,Monthly,June 2008,Percentage of total,Total,59.223,40.407,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19833,Wales,Monthly,July 2008,Percentage of total,Total,58.222,41.328,0.407,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,100.0,0.044,0.044
19834,Wales,Monthly,August 2008,Percentage of total,Total,62.323,37.548,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19835,Wales,Monthly,September 2008,Percentage of total,Total,57.958,41.629,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19836,Wales,Monthly,October 2008,Percentage of total,Total,58.597,41.142,0.196,0.0,0.0,0.0,0.049,0.0,0.0,0.016,0.0,100.0,0.049,0.049
19837,Wales,Monthly,November 2008,Percentage of total,Total,59.771,39.825,0.381,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,100.0,0.022,0.022
19838,Wales,Monthly,December 2008,Percentage of total,Total,60.694,39.145,0.139,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,100.0,0.023,0.023
19839,Wales,Monthly,January 2009,Percentage of total,Total,60.902,38.957,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,0.0,0.0
19840,Wales,Monthly,February 2009,Percentage of total,Total,58.117,41.746,0.091,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,100.0,0.045,0.045
19841,Wales,Monthly,March 2009,Percentage of total,Total,57.716,41.922,0.33,0.0,0.0,0.0,0.006,0.0,0.0,0.026,0.0,100.0,0.006,0.006
19842,Wales,Monthly,April 2009,Percentage of total,Total,58.003,41.725,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,100.0,0.0,0.0
19843,Wales,Monthly,May 2009,Percentage of total,Total,61.288,38.566,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.016,100.0,0.0,0.0
19844,Wales,Monthly,June 2009,Percentage of total,Total,59.799,40.057,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,100.0,0.0,0.0
19845,Wales,Monthly,July 2009,Percentage of total,Total,61.933,37.555,0.413,0.0,0.0,0.0,0.085,0.0,0.0,0.014,0.0,100.0,0.085,0.085
19846,Wales,Monthly,August 2009,Percentage of total,Total,66.935,32.42,0.548,0.0,0.0,0.0,0.064,0.0,0.0,0.032,0.0,100.0,0.064,0.064
19847,Wales,Monthly,September 2009,Percentage of total,Total,60.661,38.723,0.593,0.0,0.0,0.0,0.012,0.0,0.0,0.012,0.0,100.0,0.012,0.012
19848,Wales,Monthly,October 2009,Percentage of total,Total,60.83,38.658,0.459,0.0,0.0,0.0,0.039,0.0,0.0,0.013,0.0,100.0,0.039,0.039
19849,Wales,Monthly,November 2009,Percentage of total,Total,59.551,40.089,0.288,0.0,0.0,0.0,0.058,0.0,0.0,0.014,0.0,100.0,0.058,0.058
19850,Wales,Monthly,December 2009,Percentage of total,Total,55.151,44.508,0.279,0.0,0.0,0.0,0.015,0.0,0.0,0.046,0.0,100.0,0.015,0.015
19851,Wales,Monthly,January 2010,Percentage of total,Total,55.97,43.442,0.496,0.0,0.0,0.0,0.018,0.0,0.0,0.055,0.018,100.0,0.018,0.018
19852,Wales,Monthly,February 2010,Percentage of total,Total,56.104,43.659,0.119,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,100.0,0.119,0.119
19853,Wales,Monthly,March 2010,Percentage of total,Total,56.51,42.977,0.486,0.0,0.0,0.0,0.016,0.0,0.0,0.011,0.0,100.0,0.016,0.016
19854,Wales,Monthly,April 2010,Percentage of total,Total,51.946,47.654,0.329,0.0,0.0,0.0,0.043,0.0,0.0,0.029,0.0,100.0,0.043,0.043
19855,Wales,Monthly,May 2010,Percentage of total,Total,50.33,49.095,0.531,0.0,0.0,0.0,0.029,0.0,0.0,0.014,0.0,100.0,0.029,0.029
19856,Wales,Monthly,June 2010,Percentage of total,Total,49.906,49.478,0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19857,Wales,Monthly,July 2010,Percentage of total,Total,46.038,53.321,0.573,0.0,0.0,0.0,0.034,0.0,0.0,0.034,0.0,100.0,0.034,0.034
19858,Wales,Monthly,August 2010,Percentage of total,Total,46.949,52.174,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,100.0,0.0,0.0
19859,Wales,Monthly,September 2010,Percentage of total,Total,49.746,49.366,0.863,0.0,0.0,0.0,0.006,0.0,0.0,0.019,0.0,100.0,0.006,0.006
19860,Wales,Monthly,October 2010,Percentage of total,Total,43.103,56.347,0.482,0.0,0.0,0.0,0.034,0.0,0.0,0.034,0.0,100.0,0.034,0.034
19861,Wales,Monthly,November 2010,Percentage of total,Total,44.568,54.44,0.959,0.0,0.0,0.0,0.017,0.0,0.0,0.017,0.0,100.0,0.017,0.017
19862,Wales,Monthly,December 2010,Percentage of total,Total,44.323,55.181,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,0.0,0.0
19863,Wales,Monthly,January 2011,Percentage of total,Total,45.832,53.312,0.799,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,100.0,0.057,0.057
19864,Wales,Monthly,February 2011,Percentage of total,Total,46.117,53.266,0.574,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,100.0,0.044,0.044
19865,Wales,Monthly,March 2011,Percentage of total,Total,50.183,49.122,0.664,0.0,0.0,0.0,0.018,0.0,0.0,0.012,0.0,100.0,0.018,0.018
19866,Wales,Monthly,April 2011,Percentage of total,Total,45.92,53.406,0.64,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,100.0,0.035,0.035
19867,Wales,Monthly,May 2011,Percentage of total,Total,47.002,52.674,0.294,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,100.0,0.031,0.031
19868,Wales,Monthly,June 2011,Percentage of total,Total,48.557,51.023,0.406,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,100.0,0.014,0.014
19869,Wales,Monthly,July 2011,Percentage of total,Total,47.088,52.53,0.291,0.0,0.0,0.0,0.055,0.0,0.0,0.036,0.0,100.0,0.055,0.055
19870,Wales,Monthly,August 2011,Percentage of total,Total,52.408,47.03,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,100.0,0.0,0.0
19871,Wales,Monthly,September 2011,Percentage of total,Total,50.078,49.159,0.722,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,100.0,0.041,0.041
19872,Wales,Monthly,October 2011,Percentage of total,Total,45.766,53.857,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
19873,Wales,Monthly,November 2011,Percentage of total,Total,43.997,55.382,0.55,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,100.0,0.071,0.071
19874,Wales,Monthly,December 2011,Percentage of total,Total,49.452,50.347,0.179,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,100.0,0.022,0.022
19875,Wales,Monthly,January 2012,Percentage of total,Total,47.07,52.454,0.455,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.02,0.02
19876,Wales,Monthly,February 2012,Percentage of total,Total,50.047,49.534,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,100.0,0.0,0.0
19877,Wales,Monthly,March 2012,Percentage of total,Total,51.178,48.086,0.616,0.024,0.0,0.0,0.078,0.0,0.0,0.018,0.0,100.0,0.078,0.078
19878,Wales,Monthly,April 2012,Percentage of total,Total,51.375,48.196,0.346,0.033,0.0,0.0,0.033,0.016,0.0,0.0,0.0,100.0,0.049,0.033
19879,Wales,Monthly,May 2012,Percentage of total,Total,48.397,51.113,0.371,0.059,0.0,0.0,0.03,0.03,0.0,0.0,0.0,100.0,0.059,0.03
19880,Wales,Monthly,June 2012,Percentage of total,Total,52.549,46.731,0.56,0.027,0.0,0.0,0.107,0.027,0.0,0.0,0.0,100.0,0.133,0.107
19881,Wales,Monthly,July 2012,Percentage of total,Total,51.457,47.888,0.54,0.0,0.049,0.0,0.049,0.016,0.0,0.0,0.0,100.0,0.115,0.049
19882,Wales,Monthly,August 2012,Percentage of total,Total,56.852,42.884,0.189,0.0,0.038,0.0,0.038,0.0,0.0,0.0,0.0,100.0,0.076,0.038
19883,Wales,Monthly,September 2012,Percentage of total,Total,51.278,48.097,0.531,0.025,0.012,0.0,0.05,0.006,0.0,0.0,0.0,100.0,0.069,0.05
19884,Wales,Monthly,October 2012,Percentage of total,Total,49.666,49.621,0.669,0.03,0.0,0.0,0.015,0.0,0.0,0.0,0.0,100.0,0.015,0.015
19885,Wales,Monthly,November 2012,Percentage of total,Total,47.114,52.544,0.244,0.0,0.0,0.0,0.081,0.0,0.0,0.016,0.0,100.0,0.081,0.081
19886,Wales,Monthly,December 2012,Percentage of total,Total,46.553,52.854,0.514,0.02,0.0,0.0,0.02,0.04,0.0,0.0,0.0,100.0,0.059,0.02
19887,Wales,Monthly,January 2013,Percentage of total,Total,47.021,52.199,0.674,0.071,0.0,0.0,0.018,0.018,0.0,0.0,0.0,100.0,0.035,0.018
19888,Wales,Monthly,February 2013,Percentage of total,Total,50.811,48.493,0.348,0.193,0.0,0.0,0.155,0.0,0.0,0.0,0.0,100.0,0.155,0.155
19889,Wales,Monthly,March 2013,Percentage of total,Total,49.922,49.46,0.521,0.027,0.011,0.0,0.054,0.0,0.005,0.0,0.0,100.0,0.064,0.059
19890,Wales,Monthly,April 2013,Percentage of total,Total,50.825,48.673,0.409,0.053,0.0,0.0,0.026,0.013,0.0,0.0,0.0,100.0,0.04,0.026
19891,Wales,Monthly,May 2013,Percentage of total,Total,50.281,49.365,0.196,0.013,0.0,0.0,0.144,0.0,0.0,0.0,0.0,100.0,0.144,0.144
19892,Wales,Monthly,June 2013,Percentage of total,Total,50.337,48.9,0.619,0.044,0.033,0.0,0.055,0.011,0.0,0.0,0.0,100.0,0.1,0.055
19893,Wales,Monthly,July 2013,Percentage of total,Total,48.021,51.359,0.488,0.026,0.013,0.0,0.079,0.0,0.0,0.013,0.0,100.0,0.092,0.079
19894,Wales,Monthly,August 2013,Percentage of total,Total,53.859,45.727,0.345,0.0,0.0,0.0,0.034,0.034,0.0,0.0,0.0,100.0,0.069,0.034
19895,Wales,Monthly,September 2013,Percentage of total,Total,50.894,48.381,0.624,0.021,0.011,0.0,0.063,0.0,0.0,0.005,0.0,100.0,0.074,0.063
19896,Wales,Monthly,October 2013,Percentage of total,Total,46.648,52.078,0.983,0.139,0.0,0.0,0.111,0.014,0.0,0.028,0.0,100.0,0.125,0.111
19897,Wales,Monthly,November 2013,Percentage of total,Total,47.734,51.662,0.417,0.072,0.029,0.0,0.086,0.0,0.0,0.0,0.0,100.0,0.115,0.086
19898,Wales,Monthly,December 2013,Percentage of total,Total,47.198,52.128,0.542,0.049,0.016,0.0,0.049,0.016,0.0,0.0,0.0,100.0,0.082,0.049
19899,Wales,Monthly,January 2014,Percentage of total,Total,48.117,51.049,0.648,0.031,0.046,0.0,0.108,0.0,0.0,0.0,0.0,100.0,0.154,0.108
19900,Wales,Monthly,February 2014,Percentage of total,Total,48.764,50.53,0.549,0.0,0.039,0.0,0.078,0.039,0.0,0.0,0.0,100.0,0.157,0.078
19901,Wales,Monthly,March 2014,Percentage of total,Total,50.698,48.426,0.753,0.027,0.014,0.005,0.064,0.009,0.0,0.005,0.0,100.0,0.091,0.064
19902,Wales,Monthly,April 2014,Percentage of total,Total,49.75,49.571,0.512,0.038,0.013,0.0,0.064,0.026,0.0,0.013,0.013,100.0,0.102,0.064
